,R,DEE,Remb,r,g,b,x,y,z
0,10.1691,71.3015,0.5481,0.60773873,0.607747951,0.610635698,0.312051532,0.327910878,0.36003759
1,24.9168,43.1962,0.3979,0.614463356,0.662313489,0.545797355,0.326839292,0.373409692,0.299751016
2,91.4374,16.9056,0.6341,0.643678033,0.632022779,0.563975958,0.331315131,0.354631585,0.314053284
3,85.9463,45.5018,0.801,0.667088932,0.649640882,0.526636126,0.344984162,0.374363785,0.280652053
4,31.198,14.6264,0.3469,0.752188891,0.582688247,0.540596238,0.369490683,0.343778661,0.286730657
5,31.0529,52.6333,0.485,0.623592262,0.635284796,0.572632248,0.324104198,0.352884526,0.323011276
6,58.0325,15.5364,0.8326,0.501500418,0.646847373,0.620779715,0.285253335,0.339487533,0.375259132
7,64.9024,72.7746,0.6847,0.685019501,0.547525898,0.621532341,0.331434935,0.302085713,0.366479353
8,95.7778,70.2307,0.5861,0.660560128,0.58245347,0.605140487,0.327735848,0.32062705,0.351637101
9,66.2066,38.4254,0.8879,0.538189275,0.718103868,0.513670894,0.314078113,0.408908816,0.277013071
10,47.1825,26.2252,0.5989,0.621641139,0.686285934,0.508525005,0.335402372,0.395857361,0.268740267
11,17.0885,15.077,0.6182,0.6056585,0.602888337,0.616466597,0.310248137,0.323789974,0.365961889
12,27.9141,18.739,0.8721,0.546365851,0.580781168,0.664003196,0.284968597,0.29603897,0.418992433
13,33.9716,24.81,0.7556,0.541279084,0.582527278,0.664653146,0.283665058,0.296388359,0.419946584
14,24.6825,38.509,0.4075,0.590316577,0.627991943,0.599241233,0.310030078,0.340172429,0.349797493
15,57.204,12.7738,0.5475,0.626596448,0.647943061,0.556010123,0.328150795,0.363893683,0.307955522
16,49.5992,41.4365,0.4265,0.685862141,0.65764453,0.501563849,0.354925481,0.385527379,0.25954714
17,43.8624,64.6383,0.5038,0.671257533,0.654276372,0.517463675,0.347828962,0.379213383,0.272957655
18,93.8865,70.8304,0.3643,0.662621574,0.571405888,0.614113488,0.326404984,0.313208663,0.360386353
19,92.8123,6.4071,0.8158,0.63267605,0.593267558,0.611048647,0.318617693,0.322305534,0.359076773
20,97.8491,14.1178,0.7185,0.570996206,0.656763077,0.577504668,0.30975642,0.36000772,0.33023586
21,7.1626,31.6985,0.3863,0.598695416,0.609964056,0.613210642,0.309166583,0.327757999,0.363075418
22,71.9709,20.9513,0.626,0.659224468,0.521841869,0.656540789,0.315802787,0.279364659,0.404832554
23,40.0199,34.101,0.8189,0.676078949,0.626553138,0.548711702,0.343600673,0.357701249,0.298698078
24,14.7654,6.6601,0.3631,0.67335806,0.56023882,0.617652997,0.328787171,0.307929633,0.363283196
25,63.4916,78.2162,0.3465,0.587066345,0.542770589,0.676449126,0.291622991,0.277471574,0.430905435
26,50.1302,16.8345,0.6983,0.598341275,0.578890038,0.642101811,0.302628695,0.304618328,0.392752977
27,13.1042,50.5125,0.4149,0.616621478,0.618355653,0.595042118,0.317686774,0.337954364,0.344358862
28,55.1035,8.4488,0.9664,0.602791062,0.612976314,0.608072019,0.31132264,0.330909768,0.357767592
29,75.5991,51.1607,0.8146,0.69166594,0.681201299,0.461098052,0.36314181,0.407313671,0.229544519
30,60.2473,76.6257,0.893,0.65097011,0.633037065,0.558110315,0.334505151,0.357080015,0.308414835
31,63.583,54.4004,0.7662,0.657341488,0.606189206,0.583593029,0.3312907,0.337505478,0.331203822
32,68.843,14.2152,0.9283,0.585041426,0.612678127,0.617502915,0.304801257,0.327121406,0.368077337
33,33.5624,18.6624,0.9323,0.602256342,0.554303776,0.660584028,0.299304341,0.288248059,0.412447601
34,89.4321,59.271,0.7104,0.672724111,0.589754596,0.590590161,0.334349257,0.32877923,0.336871513
35,35.4124,21.4414,0.8849,0.599602755,0.543317706,0.670331568,0.296278584,0.280343382,0.423378034
36,30.5316,17.9977,0.8911,0.583248897,0.560418841,0.664554827,0.293567965,0.288628079,0.417803956
37,81.5411,71.8504,0.4828,0.575868238,0.633511217,0.600871915,0.306124207,0.341764892,0.352110901
38,41.1811,49.1739,0.3412,0.680361811,0.570899301,0.603794989,0.33386514,0.317016737,0.349118123
39,51.0994,59.8656,0.9143,0.667846615,0.540177465,0.637663073,0.322694859,0.293145535,0.384159606
40,91.9518,69.8877,0.7829,0.581862346,0.598269138,0.632764612,0.300628586,0.315546743,0.38382467
41,89.8835,19.5332,0.5067,0.661546977,0.602680242,0.584592257,0.332302038,0.335808932,0.33188903
42,56.3808,15.8016,0.959,0.551806843,0.644688655,0.600766322,0.300462854,0.346358561,0.353178585
43,96.0536,30.931,0.7531,0.56644494,0.60851854,0.630497177,0.297411717,0.320342882,0.382245401
44,68.8323,33.4333,0.5454,0.615563546,0.637686251,0.574660951,0.321561005,0.3531316,0.325307396
45,16.5413,63.7044,0.4191,0.61532259,0.619084501,0.595010285,0.317349818,0.338251093,0.344399089
46,57.9882,51.6706,0.9967,0.668727354,0.6081008,0.574318069,0.336468499,0.341593441,0.32193806
47,50.0704,37.9588,0.942,0.656996,0.625632232,0.562687348,0.335343641,0.352532582,0.312123777
48,43.9038,26.7235,0.4818,0.675445574,0.625286552,0.550636076,0.343049491,0.356546659,0.300403849
49,98.1906,43.8695,0.4763,0.654498578,0.65369911,0.530357911,0.340671368,0.374859042,0.28446959
50,49.3863,74.9543,0.7855,0.619152259,0.646509957,0.562302451,0.324942214,0.36112051,0.313937276
51,6.2013,38.1076,0.9851,0.60954786,0.609250526,0.608182033,0.31304997,0.329434482,0.357515548
52,8.9903,47.7228,0.8356,0.613559543,0.607404146,0.607847401,0.314173082,0.328857594,0.356969324
53,50.5739,58.4966,0.6822,0.694254519,0.619372432,0.544104158,0.349977917,0.356420615,0.293601468
54,88.4257,63.6637,0.4241,0.690580021,0.551247718,0.614942809,0.3345731,0.305930806,0.359496094
55,14.1389,27.6325,0.4153,0.623541011,0.629148741,0.579513117,0.32271484,0.347943354,0.329341807
56,39.2509,31.6575,0.7993,0.67484517,0.635927118,0.538337023,0.345158947,0.364926245,0.289914808
57,49.1465,22.1325,0.6617,0.639943039,0.629295397,0.569422958,0.329207096,0.351619911,0.319172993
58,22.4939,58.9461,0.4298,0.605977338,0.620653706,0.598534366,0.314168074,0.337538971,0.348292955
59,62.881,10.2094,0.7869,0.586069123,0.636625313,0.59224504,0.310431147,0.346269575,0.343299278
60,73.0974,29.9623,0.5705,0.692429892,0.486787867,0.662831057,0.324206392,0.2661141,0.409679509
61,81.4796,9.9221,0.5142,0.648290192,0.599784393,0.59565176,0.32622682,0.330613987,0.343159193
62,94.5557,55.0952,0.5134,0.675998343,0.607817992,0.569826273,0.339511932,0.343087426,0.317400642
63,58.8308,55.3884,0.9087,0.669895712,0.589175429,0.592943666,0.33302632,0.327690034,0.339283646
64,47.5366,54.3985,0.69,0.691539051,0.602528512,0.56493379,0.345175224,0.342805242,0.312019533
65,77.8244,50.6739,0.4443,0.673639767,0.544015643,0.631218624,0.325863437,0.297036777,0.377099786
66,22.4045,62.9757,0.4729,0.616781599,0.622560252,0.590534459,0.318663933,0.341285734,0.340050333
67,80.3496,24.5376,0.6315,0.669744716,0.616976865,0.563984284,0.338802224,0.348678833,0.312518943
68,38.806,28.5114,0.3023,0.673618703,0.668658085,0.49560335,0.352239694,0.392018781,0.255741525
69,69.5883,75.956,0.8757,0.572954469,0.587050766,0.64701982,0.295198281,0.305528391,0.399273329
70,24.1521,52.1535,0.3063,0.656258243,0.53357173,0.649294745,0.316650332,0.286167823,0.397181845
71,47.9893,20.881,0.9437,0.545506851,0.652758645,0.594908809,0.300253542,0.351920445,0.347826013
72,31.0948,17.2994,0.9936,0.591148497,0.570382683,0.652789008,0.298327437,0.297126473,0.40454609
73,11.0159,40.422,0.4679,0.624084009,0.600235936,0.609118406,0.316701115,0.325652436,0.35764645
74,7.6698,34.2548,0.4356,0.599427588,0.609825181,0.612966548,0.309406314,0.327799859,0.362793827
75,28.6947,74.729,0.9403,0.62977333,0.635686456,0.568440251,0.326603677,0.354536942,0.318859381
76,5.094,5.7976,0.3815,0.615633099,0.605253902,0.608843335,0.314506517,0.327654662,0.357838821
77,24.0574,24.8524,0.3879,0.696550832,0.635013174,0.523327604,0.354457009,0.369423599,0.276119392
78,21.2258,35.8724,0.557,0.63404105,0.64740813,0.551952207,0.330951051,0.365061145,0.303987804
79,58.9538,44.468,0.5115,0.695059082,0.522255722,0.635832537,0.331312002,0.288131069,0.380556929
80,70.5842,54.272,0.8874,0.717256786,0.640408985,0.499438798,0.365105906,0.37900439,0.255889704
81,23.6408,62.6134,0.854,0.634603238,0.632003389,0.569669492,0.327682828,0.352616922,0.31970025
82,67.1375,16.6532,0.3306,0.602752091,0.642401812,0.576686819,0.317815457,0.354327964,0.327856579
83,62.8389,52.2864,0.41,0.648908579,0.579260098,0.614949333,0.322291265,0.315677797,0.362030939
84,30.0196,39.9334,0.8311,0.610910304,0.611249704,0.605451524,0.313989518,0.331252148,0.354758334
85,48.433,67.6858,0.8044,0.499612678,0.680557331,0.58372567,0.292711913,0.368023089,0.339264997
86,92.22,9.1973,0.8402,0.620864298,0.592077292,0.618660052,0.313768397,0.318887986,0.367343617
87,26.5117,74.1714,0.3213,0.619362675,0.546249904,0.658608134,0.304250903,0.286385535,0.409363561
88,39.8272,51.9591,0.544,0.690677777,0.612908534,0.554107316,0.346996217,0.350522314,0.302481469
89,17.2185,69.9919,0.8662,0.621209511,0.610530572,0.600504079,0.31776304,0.332863194,0.349373766
90,53.5208,9.2206,0.5629,0.603647952,0.632563734,0.587143479,0.315928553,0.346521445,0.337550002
91,62.2643,22.909,0.8193,0.485120523,0.651909102,0.622012299,0.281715621,0.341103726,0.377180654
92,54.9114,65.9476,0.5509,0.702042893,0.580311986,0.580625138,0.345319283,0.329007245,0.325673472
93,37.7839,43.3855,0.4778,0.603372565,0.618091336,0.602583692,0.3126414,0.334999498,0.352359103
94,28.4346,53.0056,0.9106,0.638557882,0.647385494,0.549066685,0.332741264,0.366031706,0.30122703
95,17.5372,14.8529,0.5887,0.611564008,0.601296543,0.614881969,0.312131327,0.323810319,0.364058354
96,62.6263,73.4543,0.6737,0.63925812,0.637118812,0.560884617,0.33068266,0.357767588,0.311549751
97,77.5061,79.7739,0.4006,0.607454823,0.668303271,0.542470347,0.325623181,0.377093064,0.297283754
98,73.5747,68.402,0.6931,0.626090576,0.584717072,0.622653854,0.314294096,0.314610339,0.371095565
99,96.3076,69.2677,0.862,0.726386855,0.607166702,0.53381904,0.362086157,0.355105242,0.282808601
100,16.80876377,68.41196499,0.51625181,0.619137573,0.62178247,0.590020314,0.319395774,0.341170511,0.339433714
101,27.81293024,68.11534801,0.475270071,0.614220672,0.622961113,0.591554977,0.317776342,0.3410642,0.341159458
102,70.96624306,70.60886025,0.468348792,0.634115757,0.641266275,0.55926356,0.329575842,0.360020259,0.310403898
103,61.36726084,67.7942984,0.553704303,0.580119599,0.608861987,0.623639224,0.30223958,0.323225725,0.374534694
104,65.48092318,71.9494881,0.655979752,0.649581731,0.607262703,0.587267938,0.328325733,0.336564585,0.335109682
105,46.4896208,68.52016016,0.53026054,0.71734418,0.622324644,0.522830125,0.361117149,0.364521174,0.274361677
106,67.85314676,68.50880574,0.722385043,0.568369136,0.622525972,0.61592345,0.30109258,0.331580691,0.36732673
107,73.33596521,71.11246901,0.676947271,0.560075616,0.599959337,0.641359305,0.29344399,0.312661259,0.393894752
108,92.89668595,37.99325615,0.781240695,0.710968123,0.555578858,0.597961125,0.344570125,0.313924673,0.341505202
109,88.44137681,44.11974949,0.427048613,0.558474292,0.627798645,0.61532727,0.298887321,0.33390216,0.367210519
110,28.89014774,52.19258694,0.639242993,0.645153944,0.660285339,0.528261055,0.338399461,0.378316964,0.283283575
111,76.69249424,8.771161527,0.502810731,0.654677317,0.596311833,0.595270242,0.328122457,0.329458274,0.342419268
112,44.0205388,5.0,0.592618749,0.56941138,0.674140077,0.557225966,0.313352675,0.374622889,0.312024436
113,42.06731958,30.27731022,0.462223359,0.629871314,0.565533859,0.637544653,0.311979632,0.301773183,0.386247185
114,61.17828982,5.0,0.544865131,0.67935257,0.596307417,0.579708507,0.338545621,0.335198863,0.326255516
115,38.10805756,41.11480517,0.720735492,0.690649317,0.555629621,0.611089936,0.33542845,0.308916699,0.355654852
116,83.21586969,52.67010609,0.873859823,0.57044035,0.686070045,0.541091049,0.316633788,0.385352176,0.298014036
117,57.76477962,5.0,0.462988884,0.660360176,0.618081166,0.568940984,0.335092015,0.347363523,0.317544462
118,33.82028287,5.0,0.473706792,0.653781514,0.58079724,0.610706046,0.324594674,0.317883556,0.35752177
119,11.46640658,80.0,0.604417749,0.608811138,0.607203432,0.610599962,0.312338364,0.327716923,0.359944713
120,18.73742507,56.11459719,0.3,0.637245265,0.56242034,0.636260392,0.314294233,0.301218393,0.384487374
121,45.05897724,5.0,0.540895739,0.608544047,0.628282904,0.58905465,0.316804788,0.344101789,0.339093423
122,5.0,28.04413855,0.3,0.607488583,0.610106825,0.608434854,0.312459497,0.329665254,0.357875249
123,36.96834407,5.0,0.337317911,0.502667921,0.62874569,0.638546305,0.281510195,0.324966302,0.393523504
124,45.68880683,30.64453058,0.355281962,0.691523107,0.554522903,0.611510766,0.335605833,0.308376951,0.356017217
125,41.85531994,49.37676728,0.490066,0.560384871,0.648416473,0.592469713,0.304188343,0.351022566,0.344789091
126,39.97050957,64.40402363,0.575958696,0.663078853,0.659745765,0.516172464,0.345655748,0.381927183,0.272417069
127,11.27371849,27.10829579,0.3,0.61065113,0.61434443,0.602468229,0.314555324,0.333587046,0.35185763
128,14.48422473,66.55909443,0.862313985,0.616669494,0.608569638,0.604991828,0.315603942,0.330400276,0.353995782
129,76.58954124,11.74293051,1.0,0.602089652,0.586377802,0.633640077,0.305515791,0.310797477,0.383686732
130,79.88862343,5.0,0.762829082,0.560966511,0.649735716,0.590706017,0.30468953,0.352227464,0.343083006
131,62.92351724,69.9873623,0.692548305,0.653364753,0.608749752,0.583395142,0.330191521,0.338555057,0.331253422
132,67.34355565,10.53483442,0.3,0.655644892,0.602815119,0.58812545,0.32987768,0.334559382,0.335562938
133,21.09616433,5.0,0.3,0.670986697,0.62839675,0.550089871,0.341829774,0.357967928,0.300202298
134,21.18404501,56.70617105,0.417259177,0.60349283,0.620597377,0.599939515,0.313230765,0.336985064,0.349784171
135,46.52008228,62.57546117,0.496490218,0.766411333,0.612344663,0.492734781,0.382756954,0.36985872,0.247384325
136,5.0,61.60127051,0.832252666,0.610119369,0.609422668,0.607703552,0.313301702,0.329684911,0.357013387
137,71.07879523,65.22196548,0.901817445,0.599653637,0.657353059,0.5608898,0.320128156,0.366144706,0.313727138
138,61.18920917,52.95549938,0.3,0.673457517,0.594115531,0.5857663,0.335557127,0.33217178,0.332271093
139,58.01827079,54.86177933,0.3,0.667208061,0.597743056,0.586074472,0.333650523,0.333409204,0.332940274
140,94.14313344,63.53808312,0.833777054,0.71082695,0.647434534,0.495235617,0.363744375,0.383149463,0.253106163
141,44.25265255,80.0,0.416097321,0.690772336,0.652352922,0.504977666,0.355849712,0.382267467,0.261882821
142,98.86123847,7.542948048,0.651929253,0.695193107,0.619177751,0.543643198,0.350353569,0.356498605,0.293147826
143,62.95993262,72.75049919,0.565167467,0.544445047,0.58920881,0.657668872,0.286044377,0.301822774,0.412132849
144,77.28599275,38.88700546,0.540785168,0.515870173,0.674063784,0.584222159,0.295972753,0.364989797,0.33903745
145,89.54000296,66.01683814,0.436984434,0.561901218,0.655093389,0.584158015,0.30625126,0.356884817,0.336863923
146,74.68806664,80.0,0.547960242,0.687805377,0.647177462,0.514311867,0.35334527,0.377239004,0.269415727
147,79.05382916,46.79358767,0.491545959,0.506948969,0.656687497,0.60798942,0.289147074,0.348597531,0.362255395
148,84.23152358,46.2886295,0.501018093,0.667319388,0.603124267,0.580469755,0.33482157,0.337481516,0.327696913
149,82.25050139,53.66933444,0.46856066,0.563266558,0.62034708,0.620537299,0.298872142,0.328906904,0.372220954
150,79.60943212,27.79929019,0.438029933,0.653537011,0.514502051,0.6648912,0.312178913,0.273493611,0.414327476
151,78.57751741,56.66425876,0.539763138,0.619200549,0.69548387,0.496537161,0.336765676,0.403628468,0.259605856
152,74.79651382,27.63416085,0.576501694,0.595264393,0.598946258,0.625544278,0.305588978,0.318709565,0.375701457
153,70.99520218,41.26293405,0.670818027,0.634051832,0.632647564,0.569278733,0.327608327,0.35301433,0.319377343
154,70.94095913,59.07719943,0.441770298,0.661938769,0.576904304,0.609496236,0.327203719,0.316955503,0.355840778
155,95.16866135,51.49597183,0.586397945,0.713259239,0.61493938,0.534994331,0.357624919,0.357709715,0.284665366
156,64.51385017,21.02312838,0.408495115,0.637701325,0.635786176,0.563414837,0.329761106,0.356345097,0.313893797
157,100.0,80.0,0.569075949,0.715538665,0.614682033,0.533525355,0.358622045,0.358090205,0.28328775
158,64.78197696,38.73961283,0.562590144,0.617343868,0.645487243,0.564601221,0.324014833,0.359893926,0.316091241
159,66.16056346,53.81252209,0.49682597,0.680541152,0.58850061,0.586823648,0.337457615,0.329712614,0.332829771
160,90.80122824,62.94676826,0.534971601,0.611423313,0.58804643,0.627371343,0.309344566,0.31393999,0.376715444
161,86.32239665,80.0,0.357965647,0.669227439,0.628497691,0.551184124,0.341104491,0.357636446,0.301259063
162,70.7963283,39.31959837,0.457312038,0.674402842,0.527858563,0.643603338,0.323270922,0.286707501,0.390021577
163,69.99659032,44.98817682,0.548686951,0.67687757,0.574835332,0.602316613,0.33313417,0.318974285,0.347891546
164,76.41776719,30.11439653,0.529123201,0.643540598,0.638632465,0.556367779,0.332744268,0.359945515,0.307310217
165,76.36774276,21.2995457,0.416783597,0.685325947,0.590322088,0.581865329,0.339913098,0.332198429,0.327888473
166,70.55474059,33.2513032,0.511244777,0.602708777,0.626244868,0.594451504,0.314177796,0.341281348,0.344540857
167,44.21078072,45.07052055,0.3,0.592505761,0.684836461,0.529635154,0.324141112,0.388556977,0.287301911
168,63.75413305,54.81083904,0.524004332,0.710813135,0.604427597,0.548961799,0.354261118,0.349029064,0.296709818
169,58.65704109,54.06399595,0.492696681,0.702647052,0.599456124,0.560405665,0.349501132,0.343229913,0.307268956
170,81.64353865,56.03439573,0.479805466,0.538701749,0.590130575,0.659271536,0.284375158,0.301476577,0.414148265
171,40.04151366,67.25712811,0.398711368,0.711120186,0.653872338,0.485837157,0.365370047,0.388591613,0.24603834
172,62.62593976,36.96798247,0.396117906,0.63171244,0.621358576,0.583157965,0.324191972,0.34353109,0.332276938
173,29.08753933,39.26299979,0.324948697,0.686675974,0.54704191,0.620931727,0.332070575,0.30216215,0.365767275
174,29.65822363,38.02933656,0.3,0.728564062,0.599492914,0.540911685,0.361502713,0.349866411,0.288630876
175,42.98647949,51.40642504,0.341029107,0.672709918,0.568436902,0.61075516,0.330091988,0.313471545,0.356436467
176,41.77155177,80.0,0.326019259,0.687410015,0.627609,0.539346403,0.348757849,0.361253969,0.289988181
177,72.93174825,66.52727393,0.46717567,0.569538508,0.628865101,0.608896395,0.302891338,0.336828444,0.360280218
178,69.78732235,80.0,0.491142389,0.739584531,0.544462816,0.588081743,0.355970839,0.313877768,0.330151394
179,65.05310909,40.33070148,0.663512376,0.645131826,0.627127817,0.568612281,0.330815881,0.351043362,0.318140757
180,41.1739029,38.75652709,0.429289124,0.669190602,0.607098692,0.575082687,0.336452406,0.340936589,0.322611005
181,19.68625951,63.68824702,0.493632888,0.618898171,0.624630128,0.587120661,0.31992786,0.343366062,0.336706078
182,69.25865691,78.12386076,0.573411093,0.576572114,0.553852987,0.672680711,0.289965717,0.282843218,0.427191065
183,56.00276358,57.39608221,0.527101022,0.774814169,0.450667652,0.63472387,0.358083268,0.267975712,0.373941021
184,61.08683723,76.12361587,0.315478586,0.675233678,0.511593433,0.65525683,0.320800685,0.276728297,0.402471017
185,43.73989679,71.78376065,0.668764962,0.611292599,0.651678563,0.560867815,0.323144002,0.363768435,0.313087564
186,33.81629016,67.84763297,0.606498354,0.64142228,0.655533643,0.536977814,0.33577865,0.373468796,0.290752554
187,22.66831371,68.82537163,0.697416322,0.642561744,0.638953748,0.556619085,0.332422517,0.359989792,0.30758769
188,57.4805974,70.1091473,0.845892885,0.639965882,0.548746127,0.646086361,0.31279433,0.292506065,0.394699605
189,75.7544839,69.25886013,0.667676318,0.676515024,0.519848653,0.648474827,0.322771885,0.282145811,0.395082304
190,47.39522472,47.84803163,0.422864625,0.638595197,0.686566485,0.495981099,0.342127057,0.399775127,0.258097816
191,62.55626712,68.06439842,0.705211891,0.651550561,0.609015074,0.584238934,0.329503102,0.338347752,0.332149147
192,71.55470541,56.38599788,0.601925244,0.680296507,0.533492726,0.635807886,0.326815972,0.291726024,0.381458004
193,67.30586899,52.81745261,0.588761648,0.651414629,0.562822475,0.628137686,0.320095647,0.304650748,0.375253604
194,100.0,50.70661332,0.47093204,0.670625904,0.640263692,0.535997706,0.344336253,0.367459377,0.28820437
195,100.0,42.56970666,0.71417177,0.712979986,0.541907437,0.608627605,0.342949618,0.305270873,0.351779509
196,93.41551739,71.10661991,0.729759,0.667291597,0.518433898,0.654664856,0.318593052,0.279094664,0.402312284
197,81.0841025,49.21127423,0.717447675,0.688165482,0.629744948,0.536207022,0.349563205,0.363140784,0.287296011
198,84.92088851,80.0,0.726109949,0.643531865,0.601488489,0.596772911,0.324654581,0.330833379,0.344512041
199,64.21155749,53.00882006,0.744253199,0.648382836,0.599061858,0.596317679,0.326113953,0.330092641,0.343793406
200,88.3718955,80.0,0.695288313,0.567442155,0.61439034,0.624399911,0.299009006,0.325050819,0.375940176
201,77.58984514,65.83260703,0.667063964,0.644510735,0.628723483,0.567205554,0.330917757,0.352175872,0.316906372
202,51.27565851,44.15483461,0.3,0.587264528,0.575716665,0.650135127,0.297978294,0.300134031,0.401887675
203,85.60569326,80.0,0.620651939,0.643030827,0.63152028,0.564961304,0.330942135,0.354084415,0.31497345
204,56.98866484,40.69660146,0.420170232,0.658655223,0.556902392,0.62910402,0.321952813,0.302226489,0.375820698
205,61.30224157,17.22985811,0.317124495,0.667584151,0.599858971,0.583674956,0.334249934,0.33508232,0.330667746
206,100.0,57.37482487,0.372782229,0.616205467,0.542180214,0.663301595,0.302292973,0.283020677,0.414686351
207,32.65768503,80.0,1.0,0.635517242,0.638596948,0.56151818,0.329526102,0.358147755,0.312326143
208,54.6268618,17.61038256,0.845839939,0.538786065,0.648928429,0.602308172,0.297189684,0.347526285,0.355284031
209,49.46568368,42.98995282,0.793671974,0.670201229,0.610455378,0.570826344,0.337595207,0.343742203,0.318662591
210,57.87885583,38.77254195,0.649198509,0.678479242,0.617959081,0.556950211,0.342755582,0.351505618,0.305738801
211,79.15633102,32.74313635,0.667042582,0.727584213,0.576363501,0.566403069,0.356336245,0.332681088,0.310982666
212,37.91658829,59.04737627,1.0,0.633355397,0.640348501,0.560821704,0.329066739,0.359104228,0.311829033
213,55.31917928,36.73752244,0.605416553,0.683741707,0.610886711,0.561223947,0.343518086,0.347286551,0.309195363
214,43.65829581,26.5200378,0.664538372,0.68195662,0.637817766,0.530821577,0.348655624,0.368151795,0.283192581
215,35.7959187,37.45391953,0.955363086,0.614626615,0.615606121,0.598995683,0.316332121,0.335394675,0.348273204
216,47.61294269,61.66710037,0.389909576,0.816121306,0.601126157,0.456592375,0.406611457,0.375762108,0.217626435
217,40.97080027,44.0781897,0.860096848,0.679154184,0.550294676,0.62273367,0.329400175,0.302536865,0.368062961
218,46.4260699,45.0397115,0.774743121,0.677272889,0.59170135,0.585740685,0.336698874,0.331288085,0.332013041
219,38.31033843,62.13444774,0.676043671,0.725136615,0.652896015,0.474704675,0.371658859,0.391363661,0.23697748
220,45.63493992,11.23667345,0.554592378,0.591978787,0.625803757,0.600661506,0.310148084,0.338764497,0.351087419
221,74.70257626,55.47207469,0.781506161,0.638849199,0.566653971,0.631779158,0.315751291,0.304513021,0.379735688
222,41.37717518,22.82312992,0.571371761,0.560710446,0.674984773,0.56088607,0.310587534,0.373724249,0.315688217
223,78.65913725,28.44507124,1.0,0.686098391,0.614813656,0.555196649,0.345390449,0.350885724,0.303723827
224,62.05006781,58.61491126,0.365099591,0.609064782,0.552378506,0.658839052,0.301481971,0.2883434,0.410174629
225,48.41583408,32.20068627,0.426149543,0.707670078,0.551703851,0.603609369,0.342331629,0.310466486,0.347201885
226,34.56110592,5.0,0.3,0.694599803,0.605903291,0.559118189,0.347244601,0.34611213,0.306643269
227,57.15092074,49.77345729,0.392864899,0.637501089,0.618739045,0.582508683,0.325914841,0.34274186,0.331343299
228,25.42136711,47.28217456,0.812779093,0.668194881,0.631300777,0.548590138,0.341289532,0.359636915,0.299073553
229,69.21979705,35.31677539,0.3,0.674140469,0.628444311,0.54784106,0.343186941,0.35874787,0.298065189
230,52.20664993,11.15220098,0.774070615,0.540388284,0.602377564,0.647780341,0.287453264,0.310902718,0.401644019
231,77.13501295,76.15885784,0.357432966,0.50466492,0.701384705,0.554941443,0.299410906,0.3876127,0.312976394
232,88.69098001,30.64635615,0.581126384,0.654945905,0.624297029,0.565529,0.334202478,0.351008566,0.314788956
233,69.76441558,75.83388888,0.568500767,0.681760507,0.4977993,0.661354002,0.321309641,0.269966153,0.408724206
234,46.6884454,43.34245182,1.0,0.667761677,0.605566527,0.577629075,0.335522992,0.339436383,0.325040624
235,48.06062681,12.67149566,0.513952973,0.562267541,0.628823415,0.612472853,0.300395381,0.335424947,0.364179671
236,74.91630819,43.44775969,0.568164321,0.612349075,0.545414984,0.662688234,0.30142336,0.284356743,0.414219897
237,83.10944159,71.85336696,0.511673836,0.602297602,0.560879249,0.655295586,0.300569051,0.292754422,0.406676527
238,84.93601222,41.91218235,0.576674378,0.637546924,0.629330539,0.570868609,0.328257727,0.351120562,0.320621711
239,85.66558645,40.50491542,0.543916852,0.421304595,0.687442242,0.605907847,0.273763487,0.362768921,0.363467592
240,57.57953279,78.19070234,0.627449946,0.641326353,0.631696751,0.565834991,0.330295872,0.353848251,0.315855878
241,97.18521613,52.67298218,0.426912917,0.588051843,0.621684171,0.606959817,0.307827846,0.334730878,0.357441276
242,86.04145201,17.17914883,0.539812645,0.627527015,0.603470036,0.604025727,0.318718266,0.328829818,0.352451915
243,83.92142924,35.35591206,0.537536572,0.524349111,0.652220623,0.605291354,0.293392498,0.347758535,0.358848967
244,72.75409226,42.50008631,0.460853058,0.663652156,0.560467558,0.623179614,0.324718885,0.30582128,0.369459834
245,66.165459,47.92890941,0.303478442,0.663883487,0.616908681,0.567936396,0.336312425,0.347261941,0.316425634
246,83.62454501,29.95207334,0.396800095,0.618583262,0.660038368,0.546100727,0.327873735,0.372339365,0.2997869
247,88.09813561,39.64634207,0.466198823,0.636666536,0.654642745,0.541278167,0.333669578,0.371671961,0.294658461
248,84.20059588,47.39206577,0.423485634,0.670096511,0.593454867,0.588571721,0.333988138,0.330892453,0.335119409
249,87.41149693,30.15418487,0.58550654,0.645860097,0.626056632,0.569354595,0.330874428,0.350355018,0.318770554
250,82.71061096,56.83503837,0.384868266,0.677718138,0.659027426,0.506060806,0.351711356,0.384747846,0.263540798
251,72.2267866,10.95361891,0.593424191,0.565663626,0.618240921,0.621480393,0.29923155,0.327709288,0.373059162
252,79.69950087,40.40693364,0.405167661,0.691982816,0.648222164,0.509634336,0.355429321,0.379120806,0.265449873
253,83.22120301,67.87218085,0.591638315,0.527911067,0.634644375,0.622230566,0.290490048,0.333924193,0.375585759
254,54.532132,37.3731128,0.492414415,0.688583037,0.63839479,0.525133185,0.351684804,0.37021832,0.278096876
255,75.75576969,32.67506192,0.453394204,0.621570029,0.624615683,0.58559778,0.320952346,0.343920896,0.335126758
256,56.28692708,33.2099601,0.534361363,0.627102871,0.643810023,0.560631902,0.327400028,0.360588876,0.312011096
