,R,DEE,Remb,r,g,b,x,y,z
3550,21.1308,23.2491,0.3,0.65166769,0.642681735,0.546150854,0.336968296,0.365076077,0.297955627
3551,31.4254,5.0,0.3,0.695560862,0.635086985,0.523998091,0.354031638,0.36923973,0.276728632
3552,36.1101,38.5676,0.3,0.75274734,0.558987785,0.564626597,0.365126118,0.327225002,0.30764888
3553,14.9511,45.6328,0.3,0.5878155,0.60682527,0.621798725,0.30454729,0.323179657,0.372273053
3554,39.7493,36.2631,0.339,0.588031375,0.608564266,0.620014764,0.304993689,0.324550329,0.370455982
3555,22.4833,39.4939,0.4771,0.637227019,0.650463693,0.546142211,0.332921066,0.368297147,0.298781787
3556,36.937,33.6131,0.3,0.472678481,0.610777949,0.666294913,0.269106501,0.30621344,0.424680059
3557,26.3431,39.2555,0.3,0.555900403,0.566485451,0.671661038,0.285304895,0.287636795,0.427058311
3558,5.0,44.4936,0.348,0.609866632,0.609507256,0.607755482,0.313224561,0.329697316,0.357078122
3559,5.15,47.6555,0.3,0.609844916,0.609516841,0.607757635,0.313218429,0.329700161,0.35708141
3560,34.2479,32.9821,0.3,0.690336882,0.693102586,0.44219884,0.365512297,0.417639407,0.216848296
3561,29.0422,30.1694,0.789,0.571838782,0.620267478,0.616502949,0.301797475,0.330465962,0.367736563
3562,26.9098,39.106,0.7749,0.613601813,0.614370211,0.600825727,0.31567674,0.334221878,0.350101382
3563,32.1939,17.7316,1.0,0.593456082,0.568356722,0.653381919,0.298768656,0.296164147,0.405067197
3564,32.1889,43.8768,0.6513,0.6231436,0.648981692,0.556903826,0.327049486,0.364017133,0.308933382
3565,32.9212,5.415,0.9573,0.518000589,0.622261494,0.638632368,0.284681617,0.322361529,0.392956854
3566,29.2849,5.0,0.7584,0.537270318,0.630219986,0.622596747,0.292465246,0.332000437,0.375534318
3567,30.9284,5.0,0.945,0.514615955,0.625430893,0.636964468,0.284346742,0.324297101,0.391356156
3568,28.5318,13.6085,0.6347,0.645350291,0.558419533,0.635241695,0.316783489,0.300257175,0.382959335
3569,30.1818,27.5936,0.4783,0.706387465,0.545675706,0.609700295,0.340625109,0.306104613,0.353270278
3570,28.1455,19.6572,0.8087,0.522086259,0.592233618,0.664174396,0.2795728,0.300143315,0.420283885
3571,28.2602,19.4043,0.8171,0.524932383,0.589407355,0.665457359,0.279876187,0.298547425,0.421576388
3572,28.2662,19.4996,0.815,0.525555418,0.589395626,0.665220711,0.280067601,0.298645604,0.421286795
3573,27.9789,20.0107,0.7863,0.523441568,0.597281261,0.659277706,0.281033434,0.304123853,0.414842713
3574,28.6507,19.8867,0.8227,0.526843685,0.587214099,0.666553264,0.28002536,0.297268877,0.422705762
3575,28.475,20.0319,0.807,0.524009273,0.591107568,0.664377076,0.279937009,0.299640261,0.42042273
3576,28.7049,19.1879,0.8148,0.531528482,0.583981463,0.667396639,0.280842616,0.295725432,0.423431952
3577,28.2095,20.1376,0.8056,0.520501868,0.594683706,0.662694592,0.27958879,0.301689273,0.418721937
3578,28.5702,20.3363,0.825,0.522958169,0.590681749,0.665154363,0.279524297,0.299147174,0.42132853
3579,28.4983,19.652,0.8182,0.526875537,0.587981253,0.665893918,0.280191169,0.297835462,0.421973368
3580,27.8755,19.7097,0.8162,0.51954784,0.593866741,0.663771792,0.279127351,0.300921556,0.419951093
3581,28.638,19.8364,0.8103,0.526318994,0.588289302,0.665854516,0.280080141,0.297965331,0.421954528
3582,28.0739,19.2803,0.818,0.523739007,0.590261885,0.665203519,0.279680242,0.298971384,0.421348375
3583,28.3475,19.8148,0.8208,0.524042171,0.589572646,0.665668806,0.279633498,0.298516512,0.421849991
3584,29.0179,20.1786,0.8215,0.528009159,0.585950237,0.667152695,0.280133601,0.29654734,0.423319059
3585,28.6402,19.7095,0.8235,0.524149933,0.590432507,0.66489627,0.27984254,0.29916714,0.42099032
3586,28.8636,20.321,0.809,0.525533278,0.589457556,0.665176963,0.280073341,0.298687283,0.421239376
3587,28.527,20.1866,0.8311,0.524795676,0.58896454,0.66588637,0.279743424,0.298199014,0.422057562
3588,28.6812,20.0968,0.8216,0.52492334,0.588763701,0.666005815,0.279742182,0.298073574,0.422184244
3589,28.2238,19.8145,0.8655,0.533981118,0.587428375,0.663510381,0.282316834,0.298664182,0.419018984
3590,28.5091,19.9439,0.8164,0.52428309,0.589487873,0.665645604,0.279690948,0.298495433,0.421813618
3591,28.45,20.3626,0.8344,0.522505209,0.591115855,0.66496323,0.279473081,0.2993898,0.421137119
3592,28.1484,21.0313,0.8258,0.514672213,0.599332822,0.660940731,0.278772766,0.304178789,0.417048445
3593,28.4218,19.903,0.8245,0.524793673,0.589034128,0.665828277,0.279756983,0.298249724,0.421993293
3594,30.4531,20.104,0.7308,0.553645942,0.588700976,0.654182892,0.288968711,0.303118629,0.40791266
3595,30.8381,20.0928,0.7195,0.554504422,0.587809998,0.654581167,0.289073237,0.302623509,0.408303255
3596,31.1476,19.9576,0.7941,0.554688053,0.572223074,0.667556449,0.286019793,0.291444492,0.422535715
3597,29.0829,21.578,0.7843,0.526770373,0.597168498,0.658041846,0.28204518,0.304610024,0.413344796
3598,29.8848,20.91,0.7755,0.540068679,0.588628121,0.659993642,0.284508505,0.300615729,0.414875766
3599,30.7643,20.4761,0.7621,0.55338536,0.583857931,0.658445691,0.287900934,0.299538799,0.412560266
3600,30.2503,19.6769,0.8728,0.568090363,0.566385159,0.666521482,0.289417834,0.289843827,0.42073834
3601,26.9094,20.4916,0.7598,0.522184826,0.608518325,0.64976579,0.283004311,0.312403968,0.404591721
3602,28.3,20.6781,0.7146,0.509189822,0.608984491,0.654500097,0.279153946,0.310584505,0.410261549
3603,31.2384,23.5447,0.7784,0.533356391,0.592448357,0.659471744,0.283143654,0.302245327,0.414611018
3604,31.024,22.571,0.7424,0.530693802,0.594042639,0.659176521,0.282629729,0.302961911,0.41440836
3605,31.8275,21.5895,0.6738,0.514686653,0.591605432,0.667586642,0.277180179,0.298432126,0.424387695
3606,34.3127,24.7135,0.7294,0.522552507,0.585339345,0.669810017,0.278312473,0.295167047,0.426520479
3607,30.6276,20.4368,0.6785,0.528534666,0.593263819,0.660722651,0.281790675,0.302010751,0.416198574
3608,32.969,22.8864,0.6997,0.524193478,0.587228235,0.667587479,0.27920329,0.296824649,0.42397206
3609,32.5566,24.011,0.7201,0.494304031,0.598442413,0.669375111,0.272566344,0.300193737,0.42723992
3610,32.7952,23.5846,0.7039,0.490956461,0.597748852,0.671178761,0.271461889,0.299145667,0.429392444
3611,33.2439,23.7396,0.6923,0.484859526,0.597055289,0.673936787,0.269590017,0.297675388,0.432734595
3612,33.2901,23.9192,0.6994,0.484101584,0.597903994,0.673482923,0.269553259,0.298192227,0.432254514
3613,33.6879,24.1184,0.701,0.49067999,0.594162616,0.674317605,0.270641029,0.296431269,0.432927702
3614,32.7123,24.3998,0.6619,0.605807279,0.56487784,0.650318382,0.302642865,0.296241742,0.401115393
3615,32.9271,24.4409,0.8037,0.545685086,0.580707733,0.664348111,0.284731442,0.29586348,0.419405078
3616,33.0377,24.4503,0.7215,0.490447189,0.597889769,0.671241357,0.271345784,0.299170934,0.429483281
3617,34.3085,24.0997,0.7024,0.51470148,0.585678218,0.672551855,0.275977702,0.294089504,0.429932794
3618,23.6873,16.9872,0.5588,0.584092388,0.594919985,0.63476191,0.300726975,0.313485512,0.385787514
3619,5.0,52.7949,0.4813,0.610255497,0.609417431,0.607635441,0.313351858,0.329709148,0.356938993
3620,100.0,51.3724,0.5779,0.653564121,0.644193443,0.543014944,0.338092281,0.366747729,0.29515999
3621,57.7094,30.1888,0.6567,0.641177118,0.615481535,0.583763056,0.326680281,0.341014807,0.332304911
3622,53.8723,66.5934,0.6341,0.722097211,0.615848374,0.526932675,0.361926242,0.36067731,0.277396448
3623,44.0097,14.8136,0.4019,0.595063399,0.626110543,0.598709471,0.311336913,0.339625677,0.34903741
3624,48.6344,21.9072,0.7285,0.648753786,0.625739767,0.567878754,0.331980567,0.350751666,0.317267767
3625,37.8493,5.0,0.6963,0.65849641,0.577094483,0.611361197,0.325806411,0.316300655,0.357892935
3626,57.0305,24.0451,0.661,0.597819248,0.601490373,0.621851955,0.307054861,0.321136777,0.371808363
3627,5.0,25.298,0.6296,0.60809227,0.609865014,0.608352246,0.31263418,0.329604359,0.357761462
3628,36.6538,59.1869,0.5981,0.67916044,0.650039639,0.517153761,0.350236398,0.377539021,0.27222458
3629,48.7269,5.0,0.4692,0.604321986,0.609599402,0.610621554,0.311169453,0.32862474,0.360205807
3630,26.191,40.4854,0.3,0.591434874,0.574305076,0.649359784,0.299201586,0.299957551,0.400840863
3631,5.0,34.6592,0.4369,0.609353811,0.609651407,0.6078879,0.313062349,0.329701536,0.357236116
3632,58.6112,32.3579,0.3624,0.671135016,0.614587906,0.565699795,0.338878019,0.347149072,0.313972909
3633,73.7029,28.839,0.3,0.478305286,0.666505194,0.608885119,0.283253146,0.352434113,0.364312741
3634,5.0,80.0,0.3,0.610447108,0.609723543,0.607227466,0.31348924,0.329983612,0.356527148
3635,5.0,80.0,0.3,0.610447108,0.609723543,0.607227466,0.31348924,0.329983612,0.356527148
3636,5.0,80.0,0.3,0.610447108,0.609723543,0.607227466,0.31348924,0.329983612,0.356527148
3637,5.0,80.0,0.3,0.610447108,0.609723543,0.607227466,0.31348924,0.329983612,0.356527148
3638,36.0136,5.0,0.3,0.688511532,0.592349815,0.57768155,0.341726367,0.334463915,0.323809718
3639,57.7487,45.2636,0.3,0.723730803,0.577883399,0.567700056,0.354822128,0.33276688,0.312410992
3640,100.0,39.8497,0.3848,0.467816682,0.667901095,0.61140087,0.280727701,0.352060842,0.367211457
3641,60.6627,42.2118,0.3,0.633969302,0.620927791,0.582277025,0.324988802,0.343683601,0.331327596
3642,9.7776,47.3554,0.3,0.6045245,0.617125506,0.602952357,0.312860397,0.334482396,0.352657207
3643,67.3799,21.2133,0.3,0.640502061,0.625513965,0.573300835,0.328595355,0.348734745,0.3226699
3644,12.1505,35.4161,0.3,0.605669433,0.611550348,0.607967862,0.312087769,0.330400211,0.35751202
3645,43.2849,49.7277,0.3862,0.72146252,0.672955527,0.446620074,0.374694528,0.407548734,0.217756737
3646,18.658,50.7476,0.3,0.642369491,0.557861458,0.637330693,0.315474278,0.29921205,0.385313672
3647,32.4386,34.0956,0.3587,0.674839127,0.645931353,0.525762615,0.347428944,0.373106137,0.279464919
3648,31.5715,29.6666,0.3,0.585572094,0.630700195,0.598863763,0.30892715,0.341396897,0.349675953
3649,39.7553,35.3495,0.4243,0.734978658,0.550564821,0.585862018,0.354887821,0.316735029,0.32837715
3650,23.2466,31.6658,0.5361,0.600652115,0.592565984,0.628747683,0.306246773,0.315049263,0.378703964
3651,23.4614,32.8991,0.3,0.547566884,0.538737618,0.695961014,0.277332623,0.267350213,0.455317164
3652,32.3044,23.717,0.5097,0.718447145,0.538681463,0.607760754,0.344891267,0.304545267,0.350563466
3653,28.7286,35.7552,0.8978,0.609826164,0.610503009,0.606784922,0.313421582,0.330453029,0.356125389
3654,27.6577,19.5356,0.8722,0.535974305,0.588927168,0.661424013,0.283256354,0.300111492,0.416632154
3655,28.2533,16.5743,1.0,0.587598026,0.576667968,0.649170182,0.298286417,0.300878516,0.400835067
3656,32.4774,51.0,0.7858,0.617966202,0.621945063,0.590514465,0.318982334,0.341051015,0.33996665
3657,32.8241,48.299,0.7331,0.615383387,0.616740348,0.597408182,0.316864956,0.336435014,0.346700031
3658,28.9095,34.1494,0.7587,0.605209256,0.611990625,0.607773287,0.312010376,0.330644771,0.357344853
3659,30.7228,45.9486,0.6476,0.606084232,0.636488034,0.581456356,0.317715872,0.350189361,0.332094767
3660,27.2134,32.1404,0.8281,0.607773372,0.610991812,0.607400596,0.312755039,0.330403925,0.356841036
3661,30.4076,16.6763,0.3835,0.71670983,0.630756229,0.512689041,0.362682961,0.371055461,0.266261578
3662,28.2608,19.5062,0.8178,0.525452283,0.589123949,0.665491797,0.279980103,0.298428488,0.42159141
3663,28.1841,19.8882,0.8214,0.522342819,0.591358261,0.664820617,0.27947255,0.29954086,0.420986589
3664,28.3611,19.2102,0.8146,0.528785872,0.586584492,0.666311171,0.28050554,0.297144043,0.422350418
3665,28.263,18.9926,0.8362,0.530784361,0.587209694,0.664985156,0.281260855,0.297946933,0.420792212
3666,28.0242,19.8832,0.8202,0.521177005,0.592980774,0.663892589,0.279445882,0.300541273,0.420012845
3667,28.2406,19.7171,0.8234,0.524100239,0.589941906,0.665332703,0.279726885,0.298797789,0.421475326
3668,28.6032,20.071,0.8238,0.525347006,0.588412452,0.666135245,0.279802419,0.297888712,0.42230887
3669,28.3818,19.1592,0.8223,0.530267491,0.585618472,0.666531327,0.280775566,0.296696372,0.422528062
3670,28.498,19.3961,0.8201,0.529068137,0.586228738,0.66649771,0.280522033,0.296933328,0.422544639
3671,28.3218,19.5261,0.8307,0.528141607,0.587606456,0.66570688,0.280510976,0.297779411,0.421709613
3672,28.2534,20.4832,0.8196,0.51961027,0.595292533,0.662519719,0.2794406,0.301990847,0.418568553
3673,28.2947,19.8268,0.8263,0.52403484,0.590416107,0.664955677,0.279803485,0.299135399,0.421061116
3674,28.2963,19.8289,0.8229,0.524036502,0.590339449,0.665020192,0.279788332,0.299079275,0.421132394
3675,28.3402,20.0123,0.8284,0.524277523,0.589880322,0.665314981,0.279769317,0.298782829,0.421447854
3676,28.4978,20.3836,0.8227,0.521804139,0.591849185,0.664613757,0.279406878,0.299811439,0.420781683
3677,28.4878,20.8693,0.8317,0.519698785,0.594819251,0.66289324,0.279370041,0.301654013,0.418975946
3678,28.317,20.0837,0.8423,0.526997651,0.589219073,0.664797841,0.280481347,0.298763811,0.420754842
3679,28.7587,20.0982,0.8242,0.526411482,0.587557293,0.666435485,0.279960161,0.297445448,0.422594391
3680,28.638,20.9875,0.8328,0.520381628,0.594216354,0.663144306,0.279455448,0.301321961,0.419222591
3681,28.8751,19.5157,0.82,0.532266827,0.58369607,0.667338964,0.281018477,0.295646992,0.423334531
3682,28.1886,19.2776,0.8326,0.530322065,0.586083109,0.666119382,0.28088679,0.297044388,0.422068822
3683,28.3494,19.716,0.8392,0.52927355,0.587497352,0.665347374,0.280843868,0.297895263,0.421260869
3684,29.0892,20.0402,0.8226,0.528835532,0.585377053,0.667304543,0.280276669,0.296272604,0.423450726
3685,28.5695,20.8469,0.839,0.521551111,0.593208613,0.663550122,0.279608012,0.30077344,0.419618548
3686,28.4225,20.2776,0.8242,0.522251665,0.591373034,0.664843883,0.279447423,0.299536241,0.421016336
3687,28.5969,21.4324,0.7546,0.524075433,0.603897123,0.653174358,0.282612245,0.309208545,0.40817921
3688,28.8894,21.4745,0.6537,0.457504521,0.616888344,0.665990767,0.266369822,0.30870873,0.424921448
3689,32.2334,21.2692,0.8482,0.557130267,0.563216431,0.673732175,0.285085152,0.285590324,0.429324524
3690,30.9246,21.1788,0.8701,0.548426325,0.571993976,0.670360765,0.283902212,0.29014051,0.425957278
3691,33.2405,21.0718,0.8493,0.581394936,0.553130985,0.671104862,0.291528096,0.283289746,0.425182159
3692,32.3481,22.0238,0.6866,0.522814062,0.588906606,0.666715467,0.279117343,0.297818038,0.423064619
3693,32.8939,23.1068,0.6746,0.487134915,0.598487722,0.671913692,0.27052921,0.299099968,0.430370822
3694,32.8598,23.9547,0.7108,0.488347671,0.59813031,0.671787048,0.270798454,0.299021741,0.430179804
3695,33.3157,24.2959,0.6708,0.61032547,0.559982733,0.652120934,0.303396549,0.293789665,0.402813786
3696,32.9573,22.6365,0.7088,0.536029403,0.584558234,0.665098953,0.282387957,0.296931645,0.420680398
3697,33.0294,24.495,0.6926,0.457223355,0.606594403,0.675144514,0.264094083,0.300740111,0.435165806
3698,32.5454,24.1324,0.6876,0.454987828,0.60889788,0.673876881,0.264000521,0.302178495,0.433820984
3699,34.5541,24.765,0.7,0.487703646,0.5931479,0.676225707,0.269585821,0.295212941,0.435201238
3700,32.0142,24.0904,0.6938,0.447655578,0.612593656,0.673009144,0.262904856,0.303980432,0.433114712
3701,33.5908,24.067,0.6869,0.480720231,0.59757459,0.674944064,0.268540095,0.297425377,0.434034528
3702,34.0663,23.6129,0.6689,0.620747999,0.554261909,0.651568788,0.306280464,0.292067973,0.401651563
3703,32.3142,23.8777,0.6846,0.456883413,0.607779683,0.674230223,0.26425647,0.301595349,0.434148182
3704,32.9559,23.9046,0.6713,0.609277024,0.560372187,0.652318584,0.303076427,0.293840234,0.403083339
3705,34.1458,23.9529,0.7059,0.519962419,0.584951677,0.671137654,0.277436178,0.294445328,0.428118493
3706,32.8186,23.9341,0.7018,0.481187646,0.600301422,0.672459237,0.269237942,0.299540949,0.431221109
3707,33.9588,24.1433,0.6985,0.49570618,0.591438511,0.67479826,0.27152522,0.295211843,0.433262937
3708,34.0949,24.1714,0.7197,0.525336203,0.584451588,0.669459892,0.278996373,0.294997195,0.426006432
3709,33.4121,24.1109,0.6987,0.483113523,0.597289376,0.674351122,0.269148732,0.297580273,0.433270995
3710,32.8525,24.7285,0.6776,0.446565909,0.613065042,0.672942253,0.262729103,0.304191769,0.433079128
3711,33.6817,23.8899,0.7106,0.516525508,0.588233545,0.669723732,0.277050396,0.296261291,0.426688313
3712,33.6998,25.0207,0.6959,0.457841486,0.604734228,0.67654324,0.263862811,0.299414762,0.436722427
3713,33.7737,24.335,0.7269,0.51702348,0.588613341,0.669213459,0.277279445,0.296623192,0.426097363
3714,33.0493,22.4625,0.7271,0.555073448,0.581030296,0.660110991,0.287895081,0.297803601,0.414301318
3715,33.8088,22.8524,0.7073,0.545100788,0.579690876,0.665436514,0.284337517,0.295026647,0.420635836
3716,34.5049,24.2628,0.681,0.622600771,0.550011618,0.654034207,0.306197651,0.289590593,0.404211756
3717,33.3533,23.3047,0.6805,0.498747251,0.592179974,0.673072225,0.272559901,0.2962455,0.431194598
3718,32.8606,24.2495,0.6874,0.458408785,0.606789115,0.674588856,0.264445483,0.301059403,0.434495113
3719,12.1689,41.8123,0.3,0.602326082,0.61325747,0.608036678,0.311210641,0.331031979,0.357757381
3720,37.1565,35.1751,0.3,0.55052192,0.631780626,0.614991122,0.297121588,0.335625565,0.367252847
3721,74.8404,64.1377,0.4412,0.542209646,0.602952497,0.646484239,0.288162559,0.311661447,0.400175993
3722,38.3062,39.9358,0.6125,0.652493803,0.605178805,0.587637208,0.329077304,0.335635147,0.335287549
3723,51.7303,41.9503,0.3,0.693060709,0.544992801,0.618730389,0.334508916,0.302349866,0.363141218
3724,100.0,80.0,0.5042,0.674372061,0.571757874,0.606715015,0.33145218,0.316200242,0.352347578
3725,53.4751,22.8504,0.8426,0.465363841,0.646146414,0.63537697,0.274967772,0.333329039,0.391703189
3726,13.0909,5.0,0.4806,0.558063082,0.613511323,0.629622414,0.295635132,0.322615712,0.381749155
3727,35.9682,12.4363,0.4385,0.669701121,0.648716894,0.525932812,0.345877221,0.374205268,0.279917511
3728,31.9977,20.1621,0.3,0.641290213,0.604331048,0.595236928,0.324349365,0.332485071,0.343165565
3729,5.0,42.5695,0.3,0.610089033,0.609450561,0.607692148,0.313296217,0.329699995,0.357003788
3730,45.8168,39.9303,0.3,0.521738383,0.641562424,0.617790264,0.290134457,0.338492567,0.371372975
3731,67.5176,24.002,0.3,0.634908322,0.63302115,0.568326399,0.328031009,0.353501783,0.318467207
3732,73.0703,41.9028,0.3,0.666534425,0.584883191,0.599200421,0.330732101,0.323770292,0.345497607
3733,30.0924,38.3383,0.3,0.723160156,0.605483176,0.538319117,0.360211932,0.352986833,0.286801235
3734,28.3833,33.5606,0.6375,0.516691954,0.635232246,0.626421358,0.287156804,0.332489776,0.38035342
3735,29.3388,52.3189,0.5853,0.639841843,0.654610527,0.539213167,0.334929227,0.372343122,0.292727651
3736,30.2206,29.9517,0.3684,0.644679425,0.67199883,0.512677326,0.341004346,0.388279706,0.270715949
3737,24.9603,56.9033,0.3,0.678891214,0.523112201,0.64466559,0.324366096,0.284760802,0.390873101
3738,22.4657,19.0049,0.355,0.689977412,0.645067856,0.515416077,0.353817743,0.376022922,0.270159335
3739,20.3883,11.0659,1.0,0.605216915,0.585546596,0.632810083,0.306509189,0.310831795,0.382659016
3740,23.117,46.3913,1.0,0.63486128,0.619418032,0.583364194,0.325013283,0.342694815,0.332291902
3741,27.2718,33.5997,0.7439,0.607386158,0.611725301,0.606874962,0.312766794,0.330888463,0.356344743
3742,29.3751,18.5106,0.3,0.628290049,0.614753863,0.592144723,0.321417144,0.337636692,0.340946164
3743,27.2168,17.7294,0.3,0.597571448,0.643121943,0.57878277,0.316069477,0.353866505,0.330064018
3744,24.42,22.1284,1.0,0.555771565,0.61912461,0.625240666,0.296079697,0.326557391,0.377362913
3745,30.3837,42.0648,0.5127,0.516388419,0.648744246,0.61253211,0.290140337,0.34351235,0.366347313
3746,27.0715,5.0,1.0,0.52917687,0.62177513,0.634435282,0.288038044,0.323886872,0.388075084
3747,58.8196,56.1552,0.3814,0.61326734,0.556052431,0.653854894,0.303760779,0.29171114,0.404528081
3748,13.0943,5.331,0.5474,0.572827961,0.623241249,0.61302968,0.302790308,0.332993692,0.364216
3749,69.0765,16.7555,0.7675,0.54562566,0.625786179,0.623294377,0.294185413,0.329956934,0.375857654
3750,8.2834,10.6283,0.5294,0.621504438,0.622337685,0.588075214,0.320427652,0.342109127,0.33746322
3751,39.4503,20.4995,0.9397,0.650434386,0.64921965,0.538884834,0.337963547,0.37019853,0.291837923
3752,64.1685,23.3217,0.7362,0.555304631,0.588807251,0.653371491,0.289543075,0.303501114,0.406955812
3753,50.9329,44.3371,0.9817,0.662107241,0.620888942,0.564682599,0.336432258,0.349963349,0.313604393
3754,43.4038,8.8006,0.6953,0.669167226,0.645321646,0.530680506,0.344869888,0.371269759,0.283860352
3755,88.7782,73.5324,0.6448,0.727025998,0.601346496,0.540019543,0.361162285,0.35085925,0.287978465
3756,62.6103,31.1425,0.6304,0.619203608,0.58749443,0.623795717,0.312194381,0.315168226,0.372637393
3757,60.4957,43.2324,0.6082,0.697544653,0.577988762,0.585953722,0.342833841,0.326224987,0.330941172
3758,73.1589,23.2867,0.4235,0.697589972,0.605999608,0.55688309,0.348599916,0.346921,0.304479084
3759,38.88,52.651,0.3907,0.630306491,0.705700776,0.472079671,0.343681547,0.415379283,0.24093917
3760,40.3254,35.7037,0.5718,0.642306519,0.689906373,0.488116088,0.344446576,0.403589574,0.25196385
3761,61.8276,61.9967,0.6283,0.649561921,0.569482239,0.623376693,0.320628228,0.308878223,0.370493549
3762,91.7496,48.8934,0.8304,0.592806109,0.618516545,0.60772694,0.308854861,0.333194225,0.357950914
3763,46.2937,71.7586,0.497,0.496086196,0.69632478,0.565586615,0.295615509,0.381601724,0.322782767
3764,58.473,8.4234,0.4884,0.674821122,0.563250875,0.614119476,0.32999149,0.310354845,0.359653664
3765,11.074,26.3646,0.9031,0.622342822,0.607462225,0.602958295,0.317547683,0.33075461,0.351697707
3766,45.8222,36.2699,0.6421,0.59738691,0.641045857,0.581229516,0.315529123,0.352127497,0.33234338
3767,11.2929,63.4243,0.5478,0.606071743,0.606318956,0.612921506,0.311125323,0.326477604,0.362397073
3768,19.8547,52.676,0.8053,0.633824509,0.628548364,0.574024303,0.326606513,0.349681988,0.323711499
3769,31.9486,33.7893,0.9996,0.573368761,0.619726222,0.616297463,0.302210852,0.330334553,0.367454595
3770,29.2986,69.5977,0.6759,0.659278827,0.667042377,0.508935826,0.345801505,0.38729108,0.266907415
3771,73.2372,44.1737,0.7638,0.623940522,0.618162235,0.591090638,0.320460185,0.339354676,0.34018514
3772,84.5225,54.4623,0.4671,0.556305354,0.629413653,0.614705943,0.298517538,0.334789343,0.366693119
3773,5.8964,55.9977,0.4149,0.609407021,0.609652714,0.607858003,0.313082634,0.329713561,0.357203805
3774,83.8547,24.6147,0.6123,0.669142241,0.608008509,0.57414599,0.336624825,0.341619845,0.32175533
3775,19.239,48.2143,0.9515,0.623643079,0.619521201,0.589831477,0.320640012,0.340353444,0.339006545
3776,82.0552,54.855,0.822,0.691722972,0.680848285,0.461621382,0.36308033,0.407015347,0.229904323
3777,33.7375,73.5963,0.7984,0.657850875,0.65249396,0.5295572,0.341777345,0.374613256,0.283609399
3778,95.3157,75.32,0.4055,0.617640534,0.548650834,0.657581083,0.304036576,0.287626274,0.40833715
3779,81.9945,5.5634,0.7493,0.600405567,0.630213478,0.591473229,0.314204609,0.343974859,0.341820532
3780,98.6456,70.6161,0.4636,0.630788573,0.647964261,0.553347785,0.329796417,0.364815346,0.305388237
3781,52.6003,10.1537,0.8657,0.623418284,0.598487581,0.611178491,0.316078842,0.324198656,0.359722502
3782,45.4185,32.2628,0.9918,0.654798212,0.646239393,0.539633825,0.339069458,0.368715457,0.292215085
3783,45.184,50.6411,0.3292,0.729734729,0.621491166,0.513682728,0.366751838,0.367070695,0.266177466
3784,39.8134,78.9669,0.578,0.732836059,0.59836854,0.538804797,0.36329999,0.350142985,0.286557026
3785,51.5342,67.3779,0.943,0.492004375,0.625696127,0.645602631,0.277740559,0.32083501,0.401424431
3786,57.9517,21.8802,0.6434,0.627832829,0.588883366,0.617862735,0.315818568,0.318026726,0.366154706
3787,57.3157,49.6828,0.5773,0.59368134,0.64141154,0.582863545,0.314259443,0.351681307,0.33405925
3788,13.7703,67.4844,0.3646,0.613571468,0.615933853,0.599242818,0.316002147,0.335428439,0.348569414
3789,45.3787,11.8507,0.764,0.566052938,0.589423935,0.64807703,0.293301556,0.305955389,0.400743055
3790,45.6941,77.5464,0.9987,0.652452746,0.656531456,0.528105555,0.340491568,0.376777895,0.282730537
3791,9.6143,13.7495,0.8031,0.619946576,0.619998127,0.591444283,0.3193174,0.339941001,0.340741599
3792,85.4247,44.3949,0.676,0.654494659,0.611785417,0.579490775,0.331304201,0.341142166,0.327553633
3793,84.9604,21.1518,0.8108,0.687824526,0.51811908,0.643267634,0.327390453,0.283775998,0.388833549
3794,99.3903,31.9112,0.9032,0.61027982,0.552718784,0.657980224,0.302003015,0.288825376,0.409171609
3795,37.4767,45.0123,0.3274,0.537576627,0.650377411,0.601285706,0.297136616,0.34851828,0.354345104
3796,32.0975,57.0347,0.6033,0.639615445,0.654092101,0.540021597,0.334717651,0.371857739,0.29342461
3797,36.3705,61.054,0.4162,0.7170409,0.651524664,0.484029658,0.367556417,0.388131694,0.244311889
3798,93.4126,79.1826,0.5516,0.58354359,0.622604788,0.608324115,0.306417662,0.334567503,0.359014835
3799,47.4041,27.6962,0.6333,0.678011985,0.654112488,0.512571378,0.350686334,0.380671306,0.26864236
3800,26.2673,28.1609,0.4717,0.633080967,0.565907425,0.635524466,0.313315315,0.302729628,0.383955057
3801,60.0903,62.5192,0.4409,0.674773021,0.583326324,0.595576201,0.333923094,0.324571509,0.341505396
3802,11.8375,8.7645,0.5079,0.582059,0.621709234,0.609987435,0.305694679,0.33357215,0.360733171
3803,47.3536,59.9348,0.8648,0.563263003,0.575096865,0.661520362,0.289472994,0.295073654,0.415453353
3804,71.1242,30.7146,0.853,0.426972061,0.690051254,0.600895833,0.27576239,0.365853571,0.358384039
3805,54.8384,26.6523,0.4835,0.636315598,0.604064955,0.598413276,0.322305916,0.331188262,0.346505822
3806,44.7025,50.802,0.6908,0.705613846,0.603167143,0.554205839,0.351622126,0.346766429,0.301611445
3807,84.6524,46.4994,0.3596,0.68989047,0.640332877,0.521656024,0.352699932,0.372115791,0.275184277
3808,48.3409,38.2213,0.617,0.604784534,0.619385316,0.600493708,0.313447277,0.336300026,0.350252697
3809,5.3165,49.3353,0.4488,0.610274429,0.609424943,0.607617771,0.313360589,0.329718835,0.356920576
3810,72.4152,41.0873,0.9864,0.632805092,0.598578197,0.605852429,0.3197672,0.326288491,0.353944309
